STRNBR,addr:street,APN,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE,@lat,@lon,Total Taxable Value
1706,Chestnut Street,058 213300800,nan,CHESTNUT ST,nan,nan,1320,37.8737567,-122.2887554,471396.0
1321,Arch Street,060 246502800,nan,ARCH ST,nan,nan,2481,37.8837535,-122.2649234,553573.0
3047,Dohr Street,053 161502000,nan,DOHR ST,nan,nan,1451,37.8515884,-122.2798839,590399.0
939,San Benito Road,061 258900400,nan,SAN BENITO RD,nan,nan,2115,37.8915267,-122.2677514,99210.0
1313,Peralta Avenue,060 241607400,nan,PERALTA AVE,nan,nan,953,37.8804526,-122.2876955,44622.0
2762,Mathews Street,054 174204900,nan,MATHEWS ST,nan,nan,1137,37.8557288,-122.2860776,272943.0
555,Grizzly Peak Boulevard,063 310003200,nan,GRIZZLY PEAK BLVD,nan,nan,1882,37.9020328,-122.2669279,972664.0
2133,Derby Street,055 182603300,nan,DERBY ST,nan,2021-01-02T00:00:00.000,680,37.8607641,-122.2653851,793420.0
10,Hillcrest Court,064 424700900,nan,HILLCREST CT,nan,nan,4605,37.8534398,-122.2477201,1968229.0
2033,Emerson Street,053 159200900,nan,EMERSON ST,nan,nan,0,37.854457,-122.2678749,30802.0
2804,Hillegass Avenue,053 169303200,nan,HILLEGASS AVE,1,nan,1342,37.8595589,-122.256043,541864.0
1532,Holly Street,059 228502200,nan,HOLLY ST,nan,nan,1055,37.8769346,-122.2817992,246523.0
2647,Durant Avenue,055 187100300,nan,DURANT AVE,nan,nan,12372,37.8686057,-122.2548131,262750.0
3037,Dohr Street,053 161502300,nan,DOHR ST,nan,nan,1380,37.8519065,-122.2799573,579446.0
2029,Channing Way,055 189502000,nan,CHANNING WAY,1A,nan,800,37.8659024,-122.2685753,721391.0
1543,Parker Street,054 180000500,nan,PARKER ST,nan,nan,1548,37.8609237,-122.2787811,702661.0
1629,Lincoln Street,058 215500900,nan,LINCOLN ST,nan,nan,2007,37.8764462,-122.2790509,70216.0
2310,Valley Street,056 192300500,nan,VALLEY ST,nan,nan,1485,37.8650618,-122.2847099,182790.0
2477,West Street,056 192101501,nan,WEST ST,nan,nan,1237,37.8622096,-122.2845211,199949.0
2125,Russell Street,053 168601600,nan,RUSSELL ST,nan,nan,1394,37.8570871,-122.265632,197892.0
1715,Eighth Street,058 212302500,nan,EIGHTH ST,nan,nan,993,37.8724196,-122.2965229,279920.0
2417,Woolsey Street,052 155901200,nan,WOOLSEY ST,nan,nan,2503,37.8534799,-122.2575257,492844.0
2333,Channing Way,055 188400305,nan,CHANNING WAY,nan,nan,16850,37.8667584,-122.2620645,1192834.0
648,Page Street,059 232300100,nan,PAGE ST,nan,nan,1984,37.8755193,-122.3041006,166540.0
961,Santa Barbara Road,063 297304000,nan,SANTA BARBARA RD,nan,nan,2086,37.8917061,-122.2666819,1359041.0
1428,Spruce Street,059 225701300,nan,SPRUCE ST,nan,nan,1890,37.8813125,-122.2662963,258959.0
723,The Alameda,061 257500100,nan,THE ALAMEDA,nan,nan,1902,37.8952793,-122.2776654,254390.0
1504,Julia Street,053 161102100,nan,JULIA ST,nan,nan,994,37.8540462,-122.2788301,65012.0
1260,Hopkins Street,059 229300104,nan,HOPKINS ST,nan,nan,28452,37.8773669,-122.2892056,1327414.0
765,Grizzly Peak Boulevard,063 296503800,nan,GRIZZLY PEAK BLVD,nan,nan,1528,37.8987054,-122.2630444,97850.0
986,Wildcat Canyon Road,063 313001400,nan,WILDCAT CANYON RD,nan,nan,1387,37.8964633,-122.2564941,97172.0
1219,Kains Avenue,060 240602900,nan,KAINS AVE,nan,nan,844,37.8817799,-122.2950043,662770.0
120,Brookside Drive,052 156314600,nan,BROOKSIDE DR,nan,nan,1519,37.8537381,-122.2494101,958775.0
1096,Sierra Street,061 261801700,nan,SIERRA ST,nan,nan,1618,37.8868789,-122.2813664,106543.0
666,Creston Road,063 296501001,nan,CRESTON RD,nan,nan,2129,37.9006746,-122.2655063,437437.0
1936,Blake Street,055 181603000,nan,BLAKE ST,nan,nan,13433,37.862408,-122.2702661,2163167.0
1007,Middlefield Road,063 313002700,nan,MIDDLEFIELD RD,nan,nan,1988,37.8951959,-122.2563437,128576.0
1234,Talbot Avenue,060 240801400,nan,TALBOT AVE,nan,nan,1232,37.8816623,-122.2927521,110631.0
1076,Sterling Avenue,063 298002000,nan,STERLING AVE,nan,nan,1656,37.8911684,-122.2585832,1051169.0
921,Cragmont Avenue,063 297206501,nan,CRAGMONT AVE,nan,nan,4200,37.8934272,-122.2660239,449813.0
3071,Buena Vista Way,060 247601700,nan,BUENA VISTA WAY,nan,nan,2434,37.8821405,-122.2548063,938048.0
1415,Bonita Avenue,059 226603100,nan,BONITA AVE,nan,nan,1200,37.881043,-122.27266,853748.0
1256,Spruce Street,060 246603500,nan,SPRUCE ST,nan,nan,1659,37.8847213,-122.2666195,598201.0
1519,Ada Street,060 243400600,nan,ADA ST,nan,nan,1459,37.8805446,-122.2823458,94383.0
2506,Tenth Street,054 177900601,nan,TENTH ST,nan,nan,804,37.8604357,-122.2907857,247402.0
47,Northampton Avenue,062 293903801,nan,NORTHAMPTON AVE,nan,nan,3290,37.9001843,-122.272345,766548.0
1120,Hearst Avenue,057 208501900,nan,HEARST AVE,nan,nan,19706,37.8703081,-122.2917538,2374612.0
520,Arlington Avenue,062 292301201,nan,ARLINGTON AVE,nan,nan,2637,37.9011156,-122.2772154,212262.0
2741,Elmwood Avenue,052 156704100,nan,ELMWOOD AVE,nan,nan,2371,37.8569677,-122.2511296,109855.0
2968,Linden Avenue,052 156604100,nan,LINDEN AVE,nan,nan,3374,37.8561229,-122.2497913,1271770.0
70,Florida Avenue,062 293905804,nan,FLORIDA AVE,nan,nan,1656,37.9003824,-122.27263,511152.0
837,Arlington Avenue,061 257804900,nan,ARLINGTON AVE,nan,nan,3522,37.8938359,-122.2741744,1886290.0
1205,Santa Fe Avenue,060 241100103,nan,SANTA FE AVE,nan,nan,1192,37.882871,-122.2901221,316309.0
971,Jones Street,059 232901500,nan,JONES ST,nan,nan,930,37.8759906,-122.2974885,517488.0
1849,Shattuck Avenue,057 204902400,nan,SHATTUCK AVE,404,nan,725,37.8741979,-122.2683557,283913.0
1534,Acton Street,059 228604600,nan,ACTON ST,nan,nan,1335,37.8771066,-122.2853462,174380.0
609,San Miguel Avenue,062 289200601,nan,SAN MIGUEL AVE,nan,nan,1612,37.8968867,-122.2830956,485972.0
1721,Hopkins Street,060 243702300,nan,HOPKINS ST,nan,nan,1991,37.8835532,-122.2786798,81995.0
1039,Sierra Street,061 261702900,nan,SIERRA ST,nan,nan,1529,37.8876859,-122.2805283,295779.0
2605,Mabel Street,054 179102000,nan,MABEL ST,nan,nan,789,37.8595379,-122.2848916,186233.0
574,Arlington Avenue,062 292302201,nan,ARLINGTON AVE,nan,nan,2325,37.8999347,-122.2780314,580612.0
1166,Shattuck Avenue,061 256201500,nan,SHATTUCK AVE,nan,nan,2086,37.8861898,-122.2702855,100116.0
927,Oxford Street,061 258805200,nan,OXFORD ST,nan,nan,2689,37.8915185,-122.2689535,808561.0
3090,King Street,053 160600400,nan,KING ST,nan,nan,4522,37.8524873,-122.2743693,1113476.0
611,Arlington Avenue,062 291605100,nan,ARLINGTON AVE,nan,nan,4176,37.8992506,-122.2770252,751026.0
2806,Derby Street,054 170401700,nan,DERBY ST,nan,nan,2594,37.8620966,-122.2507456,1044010.0
1646,Berkeley Way,057 207000100,nan,BERKELEY WAY,nan,nan,8114,37.8716134,-122.277793,401078.0
1417,Harmon Street,052 153700800,nan,HARMON ST,nan,nan,2040,37.8488698,-122.2790221,414760.0
930,Cragmont Avenue,063 297302200,nan,CRAGMONT AVE,nan,nan,2348,37.893052,-122.2666198,552541.0
1317,Alcatraz Avenue,052 151801000,nan,ALCATRAZ AVE,nan,nan,2512,37.8477516,-122.2805364,742752.0
2810,Sacramento Street,053 167000200,nan,SACRAMENTO ST,nan,nan,1037,37.8566328,-122.2800505,425464.0
732,Channing Way,056 194400300,nan,CHANNING WAY,nan,nan,3018,37.8611933,-122.2972412,150469.0
2801,Ellsworth Street,053 168902300,nan,ELLSWORTH ST,nan,nan,2232,37.8590771,-122.2616507,550711.0
1507,Grant Street,059 227203200,nan,GRANT ST,nan,nan,1714,37.8791504,-122.2757613,1514528.0
2428,Hillside Avenue,055 185600500,nan,HILLSIDE AVE,nan,nan,5621,37.8668069,-122.248813,138170.0
1424,Milvia Street,059 226601000,nan,MILVIA ST,nan,nan,1223,37.8808001,-122.2719935,78144.0
1311,Derby Street,054 179201600,nan,DERBY ST,nan,nan,1084,37.8583752,-122.2842156,46660.0
1660,Oxford Street,058 217901000,nan,OXFORD ST,nan,nan,5676,37.8775074,-122.2669193,175997.0
1216,Peralta Avenue,060 241700900,nan,PERALTA AVE,nan,nan,1635,37.8819271,-122.2876801,1723918.0
1432,Carleton Street,054 179302400,nan,CARLETON ST,nan,nan,1748,37.8592815,-122.2810972,365291.0
926,Virginia Street,058 212300100,nan,VIRGINIA ST,nan,nan,1017,37.8726261,-122.2967257,461822.0
834,Delaware Street,057 209500300,nan,DELAWARE ST,nan,nan,1767,37.8705455,-122.2978576,339925.0
1120,The Alameda,061 260500800,nan,THE ALAMEDA,nan,nan,2318,37.8870704,-122.2765199,1580000.0
1484,Grizzly Peak Boulevard,060 249002800,nan,GRIZZLY PEAK BLVD,nan,nan,3656,37.8823333,-122.2487765,1872882.0
2719,Marin Avenue,063 312004800,nan,MARIN AVE,nan,nan,3151,37.8981651,-122.2605276,184604.0
1433,Grant Street,059 227302500,nan,GRANT ST,nan,nan,1523,37.8799206,-122.2759536,61157.0
1037,Mariposa Avenue,061 255901600,nan,MARIPOSA AVE,nan,nan,2759,37.8886423,-122.2704897,690496.0
3019,Deakin Street,052 157701700,nan,DEAKIN ST,nan,nan,1954,37.8553221,-122.2621561,264137.0
721,San Luis Road,062 291401204,nan,SAN LUIS RD,nan,nan,3848,37.8971903,-122.2717373,696000.0
2635,California Street,054 180301900,nan,CALIFORNIA ST,nan,nan,2200,37.8595195,-122.277824,888996.0
1305,Delaware Street,058 214101300,nan,DELAWARE ST,nan,nan,1740,37.8727254,-122.2865941,156990.0
1034,Keith Avenue,061 255502500,nan,KEITH AVE,nan,nan,2417,37.889132,-122.2652401,398731.0
20,Avenida Drive,060 248300100,nan,AVENIDA DR,nan,nan,1112,37.8829193,-122.251899,689565.0
3022,Harper Street,053 160200900,nan,HARPER ST,nan,nan,1955,37.8532436,-122.2723426,1055880.0
2500,Sacramento Street,054 179600100,nan,SACRAMENTO ST,nan,nan,1216,37.8620179,-122.2814223,1011607.0
2326,Edwards Street,056 191601400,nan,EDWARDS ST,nan,nan,1322,37.8646648,-122.2827232,303924.0
1451,Shattuck Avenue,059 226100102,nan,SHATTUCK AVE,nan,nan,17932,37.8812013,-122.268962,1352068.0
1126,Blake Street,054 178402300,nan,BLAKE ST,nan,nan,1205,37.8602317,-122.2880074,731697.0
241,The Uplands,064 423201900,nan,THE UPLANDS,nan,nan,3692,37.8538326,-122.239719,865133.0
1115,Fresno Avenue,061 260503300,nan,FRESNO AVE,nan,nan,1926,37.8869967,-122.2769876,81089.0
46,Senior Avenue,060 248902000,nan,SENIOR AVE,nan,nan,1901,37.882799,-122.249339,1363986.0
25,The Plaza Drive,064 424001000,nan,THE PLAZA DR,nan,nan,2428,37.8551538,-122.24525,94227.0
504,Boynton Avenue,062 294002302,nan,BOYNTON AVE,nan,nan,2174,37.9005551,-122.2739803,1313431.0
1465,Martin Luther King Jr Way,059 226901900,nan,M L KING JR WAY,nan,nan,1363,37.8798058,-122.2736394,218229.0
2223,Ward Street,054 171801300,nan,WARD ST,nan,nan,3492,37.8600895,-122.2634191,1189630.0
1067,Park Hills Road,063 314004900,nan,PARK HILLS RD,nan,nan,2008,37.8929224,-122.2542659,816713.0
1942,Russell Street,053 159800400,nan,RUSSELL ST,nan,nan,3152,37.8561149,-122.2694102,765600.0
1224,Queens Road,060 248100300,nan,QUEENS RD,nan,nan,2344,37.8875462,-122.2537644,832478.0
1327,Walnut Street,060 246609300,nan,WALNUT ST,nan,nan,1361,37.8830284,-122.2680921,223305.0
2528,Piedmont Avenue,055 185000701,nan,PIEDMONT AVE,nan,nan,2686,37.8647143,-122.2518276,781493.0
2121,Russell Street,053 168601800,nan,RUSSELL ST,nan,nan,3468,37.8570464,-122.2659638,704112.0
1308,Bonita Avenue,060 244800500,nan,BONITA AVE,nan,nan,2352,37.8828992,-122.273388,81991.0
470,Michigan Avenue,062 293901200,nan,MICHIGAN AVE,nan,nan,2419,37.9009,-122.2716142,716053.0
1862,Arch Street,058 218201901,nan,ARCH ST,nan,nan,8942,37.8751172,-122.2643012,4834394.0
644,Spruce Street,062 291402701,nan,SPRUCE ST,nan,nan,750,37.8985657,-122.2711914,140000.0
29,Avenida Drive,060 248203400,nan,AVENIDA DR,nan,nan,1260,37.8834565,-122.2520734,140423.0
1015,Jones Street,059 233001300,nan,JONES ST,nan,nan,2576,37.8762612,-122.2960415,325281.0
2533,Dana Street,055 183702200,nan,DANA ST,nan,nan,2793,37.8634792,-122.2601585,969593.0
1216,Stannage Avenue,060 240600900,nan,STANNAGE AVE,nan,nan,1484,37.8819024,-122.2946221,409415.0
2428,Dwight Way,055 183801800,nan,DWIGHT WAY,nan,nan,3353,37.864809,-122.2593645,1152758.0
1136,Sutter Street,061 256501600,nan,SUTTER ST,nan,nan,2456,37.8871527,-122.2726255,224518.0
1739,Vine Street,059 227402100,nan,VINE ST,nan,nan,1983,37.8795085,-122.2767304,353575.0
958,Page Street,059 232900100,nan,PAGE ST,nan,nan,1841,37.8767241,-122.2980377,1093633.0
1730,Parker Street,054 180902900,nan,PARKER ST,nan,nan,2751,37.8609249,-122.2746781,73615.0
1520,Woolsey Street,052 154401800,nan,WOOLSEY ST,nan,nan,5159,37.8504121,-122.2777187,781411.0
190,Montrose Road,061 258202708,nan,MONTROSE RD,nan,nan,2112,37.8952062,-122.2697468,260034.0
1149,Shattuck Avenue,061 256102500,nan,SHATTUCK AVE,nan,nan,1903,37.8865591,-122.2696082,965744.0
1325,Ordway Street,060 242301500,nan,ORDWAY ST,nan,nan,1078,37.8796788,-122.2868278,204801.0
2924,Wheeler Street,053 158800800,nan,WHEELER ST,nan,nan,1141,37.8560653,-122.2649253,147177.0
1745,Hopkins Street,060 243701501,nan,HOPKINS ST,nan,nan,1657,37.8840547,-122.277733,77069.0
1401,Arch Street,059 225305300,nan,ARCH ST,nan,nan,2844,37.8826085,-122.2647792,825835.0
760,Grizzly Peak Boulevard,063 296400800,nan,GRIZZLY PEAK BLVD,nan,nan,2129,37.8984136,-122.2635571,391136.0
2823,Cherry Street,053 169701400,nan,CHERRY ST,nan,nan,3047,37.8590338,-122.251989,2344985.0
2324,Jefferson Avenue,055 191201400,nan,JEFFERSON AVE,nan,nan,1750,37.8654607,-122.2783681,366785.0
3034,Dohr Street,053 161601200,nan,DOHR ST,nan,nan,2206,37.8520044,-122.2804338,393303.0
2229,Seventh Street,056 196902800,nan,SEVENTH ST,nan,nan,2177,37.8645028,-122.295192,441160.0
1325,Carrison Street,053 162401100,nan,CARRISON ST,nan,nan,1534,37.8523971,-122.2822581,45980.0
971,Euclid Avenue,063 297504600,nan,EUCLID AVE,nan,nan,3048,37.8928236,-122.264578,1192690.0
1011,Delaware Street,058 212601700,nan,DELAWARE ST,nan,nan,3224,37.8716729,-122.2947937,1209906.0
2335,Derby Street,055 183400900,nan,DERBY ST,nan,nan,1450,37.8613716,-122.2607602,208247.0
2017,Marin Avenue,061 258500800,nan,MARIN AVE,nan,nan,1332,37.8908604,-122.2716683,78373.0
1513,Sacramento Street,059 228504100,nan,SACRAMENTO ST,nan,nan,1460,37.8786382,-122.2825563,916921.0
1212,Parker Street,054 178801900,nan,PARKER ST,nan,nan,1733,37.8595056,-122.2863455,567552.0
2236,Browning Street,056 198701700,nan,BROWNING ST,nan,nan,2510,37.8654059,-122.2880176,814535.0
702,Harrison Street,060 236100101,nan,HARRISON ST,nan,nan,9843,37.8803331,-122.3046266,1781976.0
828,Indian Rock Avenue,061 258102600,nan,INDIAN ROCK AVE,nan,nan,3491,37.8932735,-122.2699518,542263.0
7,Ajax Place,063 316102200,nan,AJAX PL,nan,nan,2054,37.8884795,-122.2495851,1612900.0
2120,Sixth Street,056 196204300,nan,SIXTH ST,13,nan,1041,37.8659086,-122.2974176,290482.0
2932,Linden Avenue,052 156603200,nan,LINDEN AVE,nan,nan,2400,37.8574203,-122.249954,306122.0
1252,Hopkins Street,059 229301800,nan,HOPKINS ST,nan,nan,3570,37.8773517,-122.2896057,152666.0
1329,Grant Street,060 244503100,nan,GRANT ST,nan,nan,1105,37.8819824,-122.2762167,984687.0
2752,California Street,054 173300800,nan,CALIFORNIA ST,nan,nan,988,37.8573035,-122.2779044,452400.0
1344,Northside Avenue,060 241401100,nan,NORTHSIDE AVE,nan,nan,1874,37.8795954,-122.2895443,366523.0
1540,Grant Street,059 227501400,nan,GRANT ST,nan,nan,2397,37.8780876,-122.2763021,86340.0
1818,Virginia Street,058 216702400,nan,VIRGINIA ST,nan,nan,4202,37.8755274,-122.2748917,868529.0
1522,Fairview Street,052 153602900,nan,FAIRVIEW ST,A,nan,1057,37.8495102,-122.2771623,958420.0
2232,California Street,056 200101400,nan,CALIFORNIA ST,nan,nan,1156,37.8665751,-122.2796456,408695.0
2335,Seventh Street,056 193802500,nan,SEVENTH ST,nan,nan,2520,37.8625529,-122.2945891,153122.0
1338,Talbot Avenue,060 240101200,nan,TALBOT AVE,nan,nan,1780,37.8799919,-122.2922215,804787.0
861,Virginia Street,058 212001600,nan,VIRGINIA ST,nan,nan,2159,37.8726633,-122.2986279,155916.0
1540,Ninth Street,059 231200800,nan,NINTH ST,nan,nan,1652,37.8753917,-122.2968616,360309.0
2940,Pine Avenue,052 156511500,nan,PINE AVE,nan,nan,1552,37.8571864,-122.2485394,978374.0
2021,Carleton Street,055 182000700,nan,CARLETON ST,nan,nan,2726,37.8612724,-122.2686443,180534.0
1020,Middlefield Road,063 313005800,nan,MIDDLEFIELD RD,nan,nan,1820,37.8944262,-122.2562947,1084888.0
2466,Virginia Street,058 219301400,nan,VIRGINIA ST,nan,nan,13742,37.8774496,-122.2613545,3653491.0
1338,Neilson Street,060 239100901,nan,NEILSON ST,nan,nan,1388,37.8800213,-122.2898646,946053.0
2525,Benvenue Avenue,055 184602800,nan,BENVENUE AVE,nan,nan,14429,37.8646483,-122.2547582,3996552.0
2951,Ashby Avenue,052 156502700,nan,ASHBY AVE,nan,nan,3750,37.8582229,-122.2462076,2071237.0
2945,Dohr Street,053 161901400,nan,DOHR ST,nan,nan,7678,37.8536283,-122.2807389,1070469.0
1512,Cornell Avenue,059 228900500,nan,CORNELL AVE,nan,nan,1036,37.8759601,-122.2917711,181731.0
2426,West Street,056 192000900,nan,WEST ST,nan,nan,1032,37.8630081,-122.285108,48019.0
1448,Sixth Street,059 232600600,nan,SIXTH ST,nan,nan,2891,37.8757732,-122.3006321,296860.0
2465,Hilgard Avenue,058 219502600,nan,HILGARD AVE,1,nan,2355,37.8788022,-122.2614665,312053.0
1420,Derby Street,054 173500200,nan,DERBY ST,nan,nan,941,37.858401,-122.2813054,772920.0
70,Bonnie Lane,063 297105900,nan,BONNIE LN,nan,nan,2142,37.8961693,-122.2648022,796074.0
1858,Thousand Oaks Boulevard,062 289902600,nan,THOUSAND OAKS BLVD,nan,nan,2518,37.8971138,-122.2797389,218857.0
1806,Prince Street,052 154900200,nan,PRINCE ST,nan,nan,1458,37.8520561,-122.2726974,260043.0
950,Gilman Street,060 235100106,nan,GILMAN ST,nan,nan,41318,37.8796438,-122.2989402,3478680.0
1384,Summit Road,060 249302300,nan,SUMMIT RD,nan,nan,1032,37.8849001,-122.2473637,97851.0
2505,Derby Street,055 184101900,nan,DERBY ST,nan,nan,1215,37.8617304,-122.2570658,357576.0
2600,Etna Street,055 184806500,nan,ETNA ST,1,nan,1507,37.8638227,-122.2528138,530438.0
1745,Cedar Street,059 227501600,nan,CEDAR ST,nan,nan,940,37.8777998,-122.2761572,92427.0
1724,San Pablo Avenue,058 212700901,nan,SAN PABLO AVE,nan,nan,3880,37.8725814,-122.2935556,673083.0
1510,Lincoln Street,058 215302100,nan,LINCOLN ST,nan,nan,2120,37.8756377,-122.2820591,79503.0
2231,Byron Street,056 198402400,nan,BYRON ST,nan,nan,2156,37.865423,-122.2895457,1650956.0
2311,Hearst Avenue,058 219000700,nan,HEARST AVE,nan,nan,3021,37.8748218,-122.2633367,590847.0
2060,Jefferson Avenue,056 200401100,nan,JEFFERSON AVE,nan,nan,912,37.8703156,-122.2786335,45090.0
1526,Le Roy Avenue,058 224701000,nan,LE ROY AVE,nan,nan,2088,37.8809546,-122.2605354,103061.0
1137,Bancroft Way,056 198401800,nan,BANCROFT WAY,nan,nan,1544,37.8650492,-122.2889895,303383.0
1428,Allston Way,056 199800700,nan,ALLSTON WAY,nan,nan,1084,37.8670707,-122.28265,317168.0
2851,Shasta Road,063 298403200,nan,SHASTA RD,nan,nan,2209,37.8879157,-122.2545841,428804.0
50,Halkin Lane,063 295900400,nan,HALKIN LN,nan,nan,1358,37.8979612,-122.2689599,108716.0
1200,Stannage Avenue,060 240600300,nan,STANNAGE AVE,nan,nan,1487,37.882435,-122.2948096,751248.0
970,Euclid Avenue,063 297202600,nan,EUCLID AVE,nan,nan,1990,37.8929447,-122.2653796,929689.0
1099,Cragmont Avenue,063 297603600,nan,CRAGMONT AVE,nan,nan,2424,37.8906742,-122.2605632,1350033.0
2216,Carleton Street,055 182702200,nan,CARLETON ST,nan,nan,2044,37.861499,-122.2638479,331128.0
1639,Delaware Street,058 215800900,nan,DELAWARE ST,nan,nan,1064,37.8737602,-122.2783084,1463394.0
2444,Byron Street,056 192801600,nan,BYRON ST,nan,nan,1304,37.8613972,-122.2890254,160975.0
2777,Ninth Street,054 174504600,nan,NINTH ST,2,nan,692,37.8560338,-122.2899906,155322.0
1217,Ordway Street,060 242702800,nan,ORDWAY ST,nan,nan,1225,37.881675,-122.2860701,810871.0
1320,Hopkins Street,060 242308100,nan,HOPKINS ST,nan,nan,2145,37.8782599,-122.2877999,297464.0
1282,Oxford Street,060 246606900,nan,OXFORD ST,nan,nan,1331,37.8840702,-122.2678791,73614.0
2415,College Avenue,055 186801100,nan,COLLEGE AVE,nan,nan,26580,37.8669279,-122.2538311,6166655.0
1939,San Antonio Avenue,062 291604600,nan,SAN ANTONIO AVE,nan,nan,1641,37.8995063,-122.2757399,540542.0
768,Contra Costa Avenue,061 257500700,nan,CONTRA COSTA AVE,nan,nan,2817,37.8949444,-122.2769935,313888.0
1407,Scenic Avenue,059 224903800,nan,SCENIC AVE,nan,nan,1257,37.8826866,-122.2631173,369409.0
2743,Woolsey Street,052 156301700,nan,WOOLSEY ST,nan,nan,3609,37.8544233,-122.2507571,3219870.0
2012,Delaware Street,057 205004200,nan,DELAWARE ST,COM,nan,0,37.8743513,-122.2706271,0.0
1639,La Vereda Road,058 220800401,nan,LA VEREDA RD,nan,nan,2511,37.8787486,-122.2561043,881450.0
3021,Regent Street,052 157407700,nan,REGENT ST,nan,nan,1525,37.8548714,-122.2562193,849591.0
1947,Center Street,057 202200600,nan,CENTER ST,nan,nan,116142,37.8701324,-122.2711962,0.0
2904,Regent Street,052 157100900,nan,REGENT ST,nan,nan,2161,37.857705,-122.2572632,171805.0
666,Peralta Avenue,062 286801100,nan,PERALTA AVE,nan,nan,1566,37.8953357,-122.2857974,140871.0
2227,Jefferson Avenue,056 200803000,nan,JEFFERSON AVE,nan,nan,1918,37.8671789,-122.2780226,472282.0
993,Santa Barbara Road,063 297303500,nan,SANTA BARBARA RD,nan,nan,1145,37.8912469,-122.2663037,130199.0
1715,Bancroft Way,056 200901900,nan,BANCROFT WAY,nan,nan,1722,37.8666594,-122.2763174,268563.0
927,Creston Road,063 312005600,nan,CRESTON RD,nan,nan,2236,37.8972335,-122.2599706,490492.0
1940,Acton Street,057 207400200,nan,ACTON ST,nan,nan,3700,37.8710379,-122.2845847,500597.0
1136,Addison Street,056 198500202,nan,ADDISON ST,nan,nan,1408,37.8682108,-122.2899108,633654.0
2324,Browning Street,056 192501100,nan,BROWNING ST,nan,nan,1810,37.8640748,-122.2878352,35334.0
2290,Eunice Street,060 246302300,nan,EUNICE ST,nan,nan,2946,37.8859722,-122.2656071,124126.0
2041,Oregon Street,053 168101105,nan,OREGON ST,nan,nan,1791,37.857507,-122.2689682,760035.0
185,Hill Road,060 249306901,nan,HILL RD,nan,nan,1958,37.8862284,-122.2492065,1510000.0
2811,Park Street,053 166702000,nan,PARK ST,nan,nan,1299,37.8551848,-122.2827125,44168.0
1685,Arch Street,058 218701800,nan,ARCH ST,nan,nan,4103,37.8776541,-122.264027,787080.0
1712,Milvia Street,058 217000400,nan,MILVIA ST,nan,nan,1364,37.8756793,-122.2713058,116138.0
850,Channing Way,056 194000600,nan,CHANNING WAY,nan,nan,1090,37.8617725,-122.294773,697588.0
1615,Posen Avenue,061 260702600,nan,POSEN AVE,nan,nan,2293,37.8849322,-122.2801682,1552530.0
760,Wildcat Canyon Road,063 312001900,nan,WILDCAT CANYON RD,nan,nan,2672,37.8992679,-122.257415,1264352.0
350,Vassar Avenue,062 294900200,nan,VASSAR AVE,nan,nan,2689,37.9046897,-122.2739088,621540.0
1506,California Street,059 228402500,nan,CALIFORNIA ST,nan,nan,1648,37.8779924,-122.2809193,1206000.0
2320,Cedar Street,058 218601500,nan,CEDAR ST,nan,nan,910,37.878931,-122.2640555,335383.0
974,Santa Barbara Road,063 297400300,nan,SANTA BARBARA RD,nan,nan,2988,37.8912406,-122.2669098,871620.0
2918,Forest Avenue,054 170203600,nan,FOREST AVE,nan,nan,3436,37.8614772,-122.2481194,1067250.0
1800,Arch Street,058 218201500,nan,ARCH ST,nan,nan,6596,37.875974,-122.2644082,382943.0
2900,Martin Luther King Jr Way,053 160000302,nan,M L KING JR WAY,nan,nan,2894,37.8559548,-122.2715653,354960.0
2520,Webster Street,052 156000100,nan,WEBSTER ST,nan,nan,1777,37.8555321,-122.2557704,695164.0
1430,Martin Luther King Jr Way,059 227001200,nan,M L KING JR WAY,nan,nan,4352,37.8802388,-122.2743643,303729.0
2823,Ashby Avenue,052 156601000,nan,ASHBY AVE,nan,nan,2971,37.8580363,-122.2495688,1117754.0
2601,College Avenue,055 184804300,nan,COLLEGE AVE,204,nan,829,37.8637009,-122.2533179,442857.0
1737,Marin Avenue,061 261301200,nan,MARIN AVE,nan,nan,2169,37.8900969,-122.2802837,77012.0
1617,Visalia Avenue,062 290303200,nan,VISALIA AVE,nan,nan,1374,37.8987634,-122.2852553,365894.0
977,Middlefield Road,063 313003302,nan,MIDDLEFIELD RD,nan,nan,2606,37.8963941,-122.2568715,152395.0
2114,Parker Street,055 182502100,nan,PARKER ST,nan,nan,8308,37.8620487,-122.2661274,2625821.0
2800,Mabel Street,053 166400500,nan,MABEL ST,nan,nan,2846,37.8550102,-122.2849678,120803.0
2420,Acton Street,056 191800700,nan,ACTON ST,nan,nan,1008,37.8630421,-122.2834261,106679.0
2137,Browning Street,056 198902200,nan,BROWNING ST,nan,nan,2349,37.8673795,-122.2878499,748166.0
1330,Curtis Street,060 239200800,nan,CURTIS ST,nan,nan,1938,37.880566,-122.2905855,605520.0
2020,Vine Street,059 226400400,nan,VINE ST,nan,nan,1249,37.8798856,-122.2706897,76204.0
1721,Berkeley Way,057 206204000,nan,BERKELEY WAY,9,nan,1100,37.8722337,-122.2767937,459040.0
1403,Scenic Avenue,059 224903900,nan,SCENIC AVE,nan,nan,3247,37.8828288,-122.2630266,1188171.0
